collected_date,source,title,link,matched_watchlist_terms
2026-09-10,EU-Startups,French cardiac monitoring startup Implicity reports 26% lower mortality as it raises €35 million,https://www.eu-startups.com/2026/09/french-cardiac-monitoring-startup-implicity-reports-26-lower-mortality-as-it-raises-e35-million/,expansion
2026-09-10,EU-Startups,"If you lost your LLM tomorrow, would you still have a business?",https://www.eu-startups.com/2026/09/if-you-lost-your-model-tomorrow-would-you-still-have-a-business/,
2026-09-10,Sifted,How Cortea is making AI trustworthy for auditors: ‘It’s not just about automation but quality control’,https://sifted.eu/articles/how-cortea-is-making-ai-trustworthy-for-auditors-brnd/,
2026-09-10,Sifted,The entrepreneurial advantage in a 100-year life,https://sifted.eu/articles/the-entrepreneurial-advantage-in-a-100-year-life-brnd/,
2026-09-10,Sifted,"7 geothermal startups to watch in 2026, according to VCs",https://sifted.eu/articles/8-geothermal-startups-to-watch-2026-vc/,
2026-09-10,Sifted,Exclusive: Bynario raises €2.1m to tackle cybersecurity’s AI slop problem,https://sifted.eu/articles/bynario-cybersecurity-pre-seed-round/,
2026-09-10,Sifted,Why did Samsung back Mistral?,https://sifted.eu/articles/why-did-samsung-back-mistral/,
2026-09-10,Sifted,The most active growth equity investors in Europe,https://sifted.eu/articles/the-most-active-growth-equity-investors-in-europe/,
2026-09-10,Sifted,Loft Orbital strikes billion-dollar deal with UAE's Marlan Space to build AI-powered satellite constellation,https://sifted.eu/articles/loft-orbital-billion-dollar-deal-marlan-space/,
2026-09-11,Tech.eu,Tech leaders call for 25% of EU budget to secure Europe’s energy and digital future,https://tech.eu/2026/09/11/tech-leaders-call-for-25-of-eu-budget-to-secure-europes-energy-and-digital-future/,
2026-09-11,Tech.eu,Could  US frontier AI labs dominate banking?,https://tech.eu/2026/09/11/could-us-frontier-ai-labs-dominate-banking/,
2026-09-11,Tech.eu,Seed Capital closes €130M Fund V to expand across the Nordics,https://tech.eu/2026/09/11/seed-capital-closes-eur130m-fund-v-to-expand-across-the-nordics/,Nordics
2026-09-11,Tech.eu,Robutler raises $400K from ZAS Ventures to build the ‘YouTube of software’,https://tech.eu/2026/09/10/robutler-raises-400k-from-zas-ventures-to-build-the-youtube-of-software/,
2026-09-11,Tech.eu,Antler research reveals Europe’s unicorn boom is masking an early-stage funding crisis,https://tech.eu/2026/09/10/antler-research-reveals-europe-s-unicorn-boom-is-masking-an-early-stage-funding-crisis/,
2026-09-11,EU-Startups,"Dutch AgTech Gravity Gardens secures €2.6 million to scale its dry, chemical-free seed activation technology",https://www.eu-startups.com/2026/09/dutch-agtech-gravity-gardens-secures-e2-6-million-to-scale-its-dry-chemical-free-seed-activation-technology/,
2026-09-11,EU-Startups,Copenhagen’s Seed Capital closes €130 million Fund V to back Nordic startups from Seed to Series A,https://www.eu-startups.com/2026/09/copenhagens-seed-capital-closes-e130-million-fund-v-to-back-nordic-startups-from-seed-to-series-a/,Nordics
2026-09-11,EU-Startups,"After €387 million raise, The Exploration Company wins ESA’s “ALADDIN” cargo capsule contract worth €760 million",https://www.eu-startups.com/2026/09/after-e387-million-raise-the-exploration-company-wins-esas-aladdin-cargo-capsule-contract-worth-e760-million/,
2026-09-11,EU-Startups,Munich-based Furo raises €3.44 million to make industrial battery storage economically viable,https://www.eu-startups.com/2026/09/munich-based-furo-raises-e3-44-million-to-make-industrial-battery-storage-economically-viable/,
2026-09-11,EU-Startups,Weekly funding round-up! All of the European startup funding rounds we tracked this week (Sept. 7 – Sept. 10),https://www.eu-startups.com/2026/09/weekly-funding-round-up-all-of-the-european-startup-funding-rounds-we-tracked-this-week-sept-7-sept-10/,
2026-09-11,EU-Startups,Bending Spoons enters definitive agreement to acquire AI innovation workspace Miro for €1.7 billion,https://www.eu-startups.com/2026/09/bending-spoons-enters-definitive-agreement-to-acquire-ai-innovation-workspace-miro-for-e1-7-billion/,
2026-09-11,Sifted,Carbon accounting startup Greenly acquires competitor Normative in €65m deal,https://sifted.eu/articles/greenly-normative-acquisition-carbon-accounting/,
2026-09-11,Sifted,US VC FirstMark: ‘Europe is underrated’ right now among American investors,https://sifted.eu/articles/europe-underrated-us-vc-firstmark-capital/,
2026-09-11,Sifted,The scaleup challenge: Accelerating defence tech innovation in Europe,https://sifted.eu/articles/scaleup-challenge-defence-tech-innovation-brnd/,
2026-09-11,Sifted,The European founders who’ve set up funds,https://sifted.eu/articles/european-founders-funds/,
2026-09-11,Sifted,The 10 most capital-efficient startups in DACH and CEE,https://sifted.eu/articles/the-10-most-capital-efficient-startups-in-dach-and-cee/,CEE; DACH
2026-09-11,Sifted,Meet the Sequoia venture scouts hunting for deals in Europe,https://sifted.eu/articles/sequoia-scouts-2026/,
2026-09-11,Sifted,Bending Spoons to buy Amsterdam-based Miro in $1.36bn deal,https://sifted.eu/articles/bending-spoons-to-buy-miro/,
2026-09-12,Tech.eu,"Mistral secures €3B Series D, 100 days to save EU Inc, and early-stage funding crisis",https://tech.eu/2026/09/11/mistral-secures-3b-series-d-100-days-to-save-eu-inc-and-early-stage-funding-crisis/,
2026-09-12,Tech.eu,Luca Bocchio joins Balderton as Partner after more than a decade in European VC,https://tech.eu/2026/09/11/luca-bocchio-joins-balderton-as-partner-after-more-than-a-decade-in-european-vc/,
2026-09-12,Sifted,Is Mistral's monster fundraise a win for European sovereignty?,https://sifted.eu/articles/mistral-fundraise-podcast/,
2026-09-14,Tech.eu,Open Cosmos secures €300M to expand satellite intelligence and connectivity,https://tech.eu/2026/09/14/open-cosmos-secures-eur300m-to-expand-satellite-intelligence-and-connectivity/,
2026-09-14,Tech.eu,Fastweb+Vodafone backs Italian insurtech Mama Insurance in new funding round,https://tech.eu/2026/09/14/fastwebvodafone-backs-italian-insurtech-mama-insurance-in-new-funding-round/,
2026-09-14,Tech.eu,"Six months and 2,000 lessons later: what MuseCool has learned about music education",https://tech.eu/2026/09/14/six-months-and-2000-lessons-later-what-musecool-has-learned-about-music-education/,
2026-09-14,Tech.eu,European tech weekly recap: Over €3.9B invested across 70+ deals,https://tech.eu/2026/09/14/european-tech-weekly-recap-over-eur39b-invested-across-70-deals/,
2026-09-14,Tech.eu,Chift raises €10.5M Series A to scale financial connectivity across Europe,https://tech.eu/2026/09/14/chift-raises-eur105m-series-a-to-scale-financial-connectivity-across-europe/,
2026-09-14,Tech.eu,Custodea secures €350K to give European SMEs greater control over their data,https://tech.eu/2026/09/14/custodea-secures-eur350k-to-give-european-smes-greater-control-over-their-data/,
2026-09-14,Tech.eu,"Europe at &quot;acute risk of marginalisation&quot; unless billions in AI funding committed, warns new report",https://tech.eu/2026/09/14/europe-at-acute-risk-of-marginalisation-unless-billions-in-ai-funding-are-committed-warns-new-report/,
2026-09-14,Tech.eu,"Tandem Health scores $100M Series B, led by EU’s €5bn tech startup fund",https://tech.eu/2026/09/14/swedish-healthtech-tandem-health-scores-100m-series-b-led-by-eus-eur5bn-tech-startup-fund/,
2026-09-14,Tech.eu,AI-native game studio Arcustin Games raises $500K from Webrazzi GSYF,https://tech.eu/2026/09/14/ai-native-game-studio-arcustin-games-raises-500k-from-webrazzi-gsyf/,
2026-09-14,EU-Startups,"Wageningen-based Greencovery raises €1 million to scale cocoa upcycling technology, with further €3 million round underway",https://www.eu-startups.com/2026/09/wageningen-based-greencovery-raises-e1-million-to-scale-cocoa-upcycling-technology-with-further-e3-million-round-underway/,
2026-09-14,EU-Startups,"While Europe develops Tech, the U.S. backs its growth",https://www.eu-startups.com/2026/09/while-europe-develops-tech-the-u-s-backs-its-growth/,
2026-09-14,EU-Startups,Swiss-Italian startup Ferm Labs secures €3 million to scale its bioprocessing-based B2B ingredient platform,https://www.eu-startups.com/2026/09/swiss-italian-startup-ferm-labs-secures-e3-million-to-scale-its-bioprocessing-based-b2b-ingredient-platform/,
2026-09-14,EU-Startups,Brussels-based Chift raises €10.5 million Series A to become Europe’s financial connectivity layer,https://www.eu-startups.com/2026/09/brussels-based-chift-raises-e10-5-million-series-a-to-become-europes-financial-connectivity-layer/,
2026-09-14,EU-Startups,EXCLUSIVE: Switzerland’s Aeon acquires Aware Health as total Seed funding surpasses €12 million,https://www.eu-startups.com/2026/09/exclusive-switzerlands-aeon-acquires-aware-health-as-total-seed-funding-passes-e12-million/,
2026-09-14,EU-Startups,Stockholm’s Tandem Health raises €86.5 million to build an AI-native operating system for European healthcare,https://www.eu-startups.com/2026/09/stockholms-tandem-health-raises-e86-5-million-to-build-an-ai-native-operating-system-for-european-healthcare/,
2026-09-14,Sifted,Satellite startup Open Cosmos raises €300m amid space frenzy,https://sifted.eu/articles/open-cosmos-fundraise-space/,
2026-09-14,Sifted,Inside Malmö’s bet to turn the city into a testbed for impact innovation,https://sifted.eu/articles/malmo-testbed-for-impact-innovation-brnd/,
2026-09-14,Sifted,EU Scaleup Fund leads $100m Tandem Health raise,https://sifted.eu/articles/eu-scaleup-fund-leads-100m-tandem-health-raise/,
2026-09-14,Sifted,"Exclusive: LocalGlobe, Cherry back Resolutiion with $10m",https://sifted.eu/articles/exclusive-localglobe-cherry-resolutiion/,
2026-09-14,Sifted,The companies that shot up Sifted’s DACH & CEE leaderboard,https://sifted.eu/articles/the-companies-that-shot-up-sifteds-dach-cee-leaderboard/,CEE; DACH
2026-09-14,Sifted,‘We are in a land grab moment’: Lexroom CEO on the race to buy up legaltechs,https://sifted.eu/articles/land-grab-lexroom-ceo-race-to-buy-up-legaltechs/,
2026-09-15,Tech.eu,EveryCarbon wins FLAIR subcontract to scale fossil-independent materials production,https://tech.eu/2026/09/15/everycarbon-wins-flair-subcontract-to-scale-fossil-independent-materials-production/,
2026-09-15,Tech.eu,Einride and Lidl deploy Germany’s first driverless cab-less truck on public roads,https://tech.eu/2026/09/15/einride-and-lidl-deploy-germanys-first-driverless-cab-less-truck-on-public-roads/,Germany
2026-09-15,Tech.eu,AcademyAI raises £1.65M to close the workplace AI skills gap,https://tech.eu/2026/09/15/academyai-raises-ps165m-to-close-the-workplace-ai-skills-gap/,
2026-09-15,Tech.eu,"Ramp launches in UK, trumpets AI token spend platform",https://tech.eu/2026/09/15/ramp-launches-in-uk-nabs-elevenlabs-as-a-client-trumpets-financial-control-ai-token-platform/,
2026-09-15,Tech.eu,Research by LF Energy finds open source could deliver 2-5x more value for energy grids,https://tech.eu/2026/09/15/research-by-lf-energy-finds-open-source-could-deliver-2-5x-more-value-for-energy-grids/,
2026-09-15,Tech.eu,OriginalVoices raises £1M pre-seed round led by Iona Star,https://tech.eu/2026/09/15/originalvoices-raises-ps1m-pre-seed-round-led-by-iona-star/,
2026-09-15,Tech.eu,Lithuanian legaltech EnforceShield secures €1.7M for automated IP enforcement,https://tech.eu/2026/09/15/lithuanian-legaltech-enforceshield-secures-eur17m-for-automated-ip-enforcement/,
2026-09-15,Tech.eu,Depotcharge lands €2.7M and BGL partnership to scale electric truck charging,https://tech.eu/2026/09/15/depotcharge-lands-eur27m-and-bgl-partnership-to-scale-electric-truck-charging/,
2026-09-15,Tech.eu,"Exein raises $270M at $1.7B valuation, claims title of Europe’s most valuable cybersecurity scaleup",https://tech.eu/2026/09/15/exein-raises-270m-at-1-7b-valuation-claims-title-of-europe-s-most-valuable-cybersecurity-scaleup/,
2026-09-15,Tech.eu,CRM challenger Zero gets backing from Lovable and Langdock founders in $10M raise,https://tech.eu/2026/09/15/crm-challenger-zero-gets-backing-from-lovable-and-langdock-founders-in-10m-raise/,
2026-09-15,Tech.eu,An AI app builder without an AI: Serverpod bets on what comes after vibe coding,https://tech.eu/2026/09/14/an-ai-app-builder-without-an-ai-serverpod-bets-on-what-comes-after-vibe-coding/,
2026-09-15,EU-Startups,London-based Jack & Jill raises €34.68 million Series A to scale its AI agents for jobseekers and employers,https://www.eu-startups.com/2026/09/london-based-jack-jill-raises-e34-68-million-series-a-to-scale-its-ai-agents-for-jobseekers-and-employers/,
2026-09-15,EU-Startups,"Exein reaches Unicorn status as it faces 5,000 attacks weekly and raises €234 million for Physical AI cybersecurity",https://www.eu-startups.com/2026/09/facing-5000-new-attacks-weekly-italys-exein-raises-e234-million-for-physical-ai-cybersecurity/,expansion
2026-09-15,EU-Startups,Magnitude Biosciences secures €1.5 million investment to scale in-vivo drug discovery platform,https://www.eu-startups.com/2026/09/magnitude-biosciences-secures-e1-5-million-investment-to-scale-in-vivo-drug-discovery-platform/,
2026-09-15,EU-Startups,Vilnius-based EnforceShield raises €1.7 million Seed round to fight AI-powered IP abuse with autonomous enforcement,https://www.eu-startups.com/2026/09/vilnius-based-enforceshield-raises-e1-7-million-seed-round-to-fight-ai-powered-ip-abuse-with-autonomous-enforcement/,
2026-09-15,EU-Startups,You don’t need your own license on day one: How FinTech founders can launch faster in the EEA (Sponsored),https://www.eu-startups.com/2026/09/you-dont-need-your-own-license-on-day-one-how-fintech-founders-can-launch-faster-in-the-eea-sponsored/,
2026-09-15,EU-Startups,Helsinki’s Zero raises €8.93 million with backing from Lovable and Supercell founders to make CRM history,https://www.eu-startups.com/2026/09/helsinkis-zero-raises-e8-93-million-with-backing-from-lovable-and-supercell-founders-to-make-crm-history/,
2026-09-15,EU-Startups,"Dutch AI chip startup EUCLYD lands over €200 million Series A, taps ex-ASML chief Peter Wennink as Chairman",https://www.eu-startups.com/2026/09/dutch-ai-chip-startup-euclyd-lands-e200-million-series-a-taps-ex-asml-chief-peter-wennink-as-chairman/,
2026-09-15,EU-Startups,Swedish drone detection company Freya raises €533k to aid European rollout,https://www.eu-startups.com/2026/09/swedish-drone-detection-company-freya-raises-e533k-to-scale-team-and-aid-european-rollout/,
2026-09-15,Sifted,MP calls for scrutiny of AI Security Institute as fears grow,https://sifted.eu/articles/scrutiny-ai-security-institute/,
2026-09-15,Sifted,How AI is redefining corporate cyber-readiness,https://sifted.eu/articles/ai-redefining-corporate-cyber-readiness-brnd/,
2026-09-15,Sifted,Revolut faces questions over ‘deeply concerning’ data breach,https://sifted.eu/articles/revolut-data-breach-leak-extort-report/,
2026-09-15,Sifted,The top 10 investors across DACH & CEE,https://sifted.eu/articles/the-top-10-investors-across-dach-cee/,CEE; DACH
2026-09-15,Sifted,AI agents are moving faster than Europe can regulate,https://sifted.eu/articles/ai-agents-anthropic-openai-eu-uk-laws/,
2026-09-15,Sifted,"Exclusive: Lovable, Supercell, Langdock founders back Zero in $10.3m seed round",https://sifted.eu/articles/exclusive-zero-10-3m-seed-round/,
2026-09-15,Sifted,"ETH Zurich students build ‘first Swiss humanoid’, eye fundraising",https://sifted.eu/articles/eth-zurich-students-humanoid-xalun/,
2026-09-16,Tech.eu,Zopa moves into AI voice banking services,https://tech.eu/2026/09/16/zopa-moves-into-voice-ai-banking-services/,
2026-09-16,Tech.eu,Boxd raises $2M to build cloud infrastructure for AI coding agents,https://tech.eu/2026/09/16/boxd-raises-2m-to-build-cloud-infrastructure-for-ai-coding-agents/,
2026-09-16,Tech.eu,Monzo launches metal credit card that auto-invests cashback,https://tech.eu/2026/09/16/monzo-launches-metal-credit-card-that-auto-invests-cashback/,
2026-09-16,Tech.eu,ETFBOOK raises $13M to expand ETF data and analytics globally,https://tech.eu/2026/09/16/etfbook-raises-13m-to-expand-etf-data-and-analytics-globally/,
2026-09-16,Tech.eu,Integral lands €18M Series A for AI-native accounting and tax services,https://tech.eu/2026/09/16/integral-lands-eur18m-series-a-for-ai-native-accounting-and-tax-services/,
2026-09-16,Tech.eu,AcouBatt raises £1.1M to improve battery manufacturing safety and reliability,https://tech.eu/2026/09/16/acoubatt-raises-ps11m-to-improve-battery-manufacturing-safety-and-reliability/,
2026-09-16,Tech.eu,Hackuity secures $19M to address rising AI-driven security vulnerabilities,https://tech.eu/2026/09/16/hackuity-secures-19m-to-address-rising-ai-driven-security-vulnerabilities/,
2026-09-16,Tech.eu,Veridion lands $20M to take business intelligence beyond static data,https://tech.eu/2026/09/16/veridion-lands-20m-to-take-business-intelligence-beyond-static-data/,
2026-09-16,Tech.eu,Opio raises €4M to automate the grunt work of financial due diligence,https://tech.eu/2026/09/16/opio-raises-eur4m-to-automate-the-grunt-work-of-financial-due-diligence/,due diligence
2026-09-16,Tech.eu,Brighteye Ventures lands $72M first close to back the future of learning and work,https://tech.eu/2026/09/16/brighteye-ventures-lands-72m-first-close-to-back-the-future-of-learning-and-work/,
2026-09-16,Tech.eu,Quartz launches with £2.75M to build a personal banker for everyone,https://tech.eu/2026/09/16/quartz-launches-with-ps275m-to-build-a-personal-banker-for-everyone/,
2026-09-16,Tech.eu,Copenhagen’s Complir raises $11M to tackle product compliance bottlenecks,https://tech.eu/2026/09/16/copenhagens-complir-raises-11m-to-tackle-product-compliance-bottlenecks/,compliance
2026-09-16,Tech.eu,BioInnovation Institute backs 17 early-stage startups with €9.5M,https://tech.eu/2026/09/16/bioinnovation-institute-backs-17-early-stage-startups-with-eur95m/,
2026-09-16,Tech.eu,Endra launches Power Studio and acquires Planlabs to expand into mechanical engineering,https://tech.eu/2026/09/15/endra-launches-power-studio-and-acquires-planlabs-to-expand-into-mechanical-engineering/,
2026-09-16,EU-Startups,"Berlin-based Integral raises €18 million to deliver AI-run accounting, tax and payroll services to SMEs",https://www.eu-startups.com/2026/09/berlin-based-integral-raises-e18-million-to-deliver-ai-run-accounting-tax-and-payroll-services-to-smes/,
2026-09-16,EU-Startups,“Vulnerability tsunami” prompts France’s Hackuity to land €16 million for automated cyber remediation,https://www.eu-startups.com/2026/09/vulnerability-tsunami-prompts-frances-hackuity-to-land-e16-million-for-automated-cyber-remediation/,expansion
2026-09-16,EU-Startups,Stirling-based iGii secures €26.5 million to commercialise its proprietary carbon nanomaterial,https://www.eu-startups.com/2026/09/stirling-based-igii-secures-e26-5-million-to-commercialise-its-proprietary-carbon-nanomaterial/,
2026-09-16,EU-Startups,HumanX 2026: Europe’s AI moment moves from hype to execution (Sponsored),https://www.eu-startups.com/2026/09/humanx-2026-europes-ai-moment-moves-from-hype-to-execution-sponsored/,
2026-09-16,EU-Startups,Bucharest-based Veridion raises €17.5 million to scale its real-time map of the world’s businesses,https://www.eu-startups.com/2026/09/bucharest-based-veridion-raises-e17-5-million-to-scale-its-real-time-map-of-the-worlds-businesses/,
2026-09-16,EU-Startups,From EdTech to “HumanOS”: Brighteye Ventures announces €62.4 million Fund III first close,https://www.eu-startups.com/2026/09/from-edtech-to-humanos-brighteye-ventures-announces-e62-4-million-fund-iii-first-close/,
2026-09-16,EU-Startups,UK ClimateTech startup Isometric brings Series A to €43 million as it expands beyond carbon removal,https://www.eu-startups.com/2026/09/uk-climatetech-startup-isometric-brings-series-a-to-e43-million-as-it-expands-beyond-carbon-removal/,expansion
2026-09-16,EU-Startups,"Crane Venture Partners raises €419 million as it expands across Europe, APAC and the US",https://www.eu-startups.com/2026/09/crane-venture-partners-raises-e419-million-as-it-expands-across-europe-apac-and-the-us/,
2026-09-16,Sifted,What should you wear to a tech interview? The essential dos and don’ts,https://sifted.eu/articles/what-to-wear-interviews/,
2026-09-16,Sifted,The new impact investing playbook: Why climate investors are moving beyond carbon accounting,https://sifted.eu/articles/new-impact-investing-playbook-brnd/,
2026-09-16,Sifted,"‘If you don’t have defaults, you’re not taking enough risks’: William Jalloul, CEO of Flowpay",https://sifted.eu/articles/flowpay-dach-cee-leaderboard/,
2026-09-16,Sifted,"Exein raises $270m to fight AI hackers, doubles valuation",https://sifted.eu/articles/exein-funding-round-ai-hack-cybersecurity/,
2026-09-16,Sifted,Exclusive: Revolut’s Storonsky hits back in €350m superyacht court case,https://sifted.eu/articles/defence-storonsky-superyacht/,
2026-09-16,Sifted,Does Europe have a voice in AI safety?,https://sifted.eu/articles/europe-ai-safety-podcast/,
2026-09-16,Sifted,Samsung and EU Scaleup Fund back efficient AI startup Euclyd in €200m Series A,https://sifted.eu/articles/euclyd-efficient-ai-series-a/,
2026-09-17,Tech.eu,Finland's top-funded tech companies in H1 2026,https://tech.eu/2026/09/17/finlands-top-funded-tech-companies-in-h1-2026/,
2026-09-17,Tech.eu,Swedish fintech Trustly to cut around 200 jobs,https://tech.eu/2026/09/17/swedish-fintech-trustly-to-cut-around-200-jobs/,
2026-09-17,Tech.eu,Kuva Space takes on illicit crop monitoring with hyperspectral satellites and AI,https://tech.eu/2026/09/17/kuva-space-takes-on-illicit-crop-monitoring-with-hyperspectral-satellites-and-ai/,
2026-09-17,Tech.eu,syte raises €9M to automate early-stage real estate planning,https://tech.eu/2026/09/17/syte-raises-eur9m-to-automate-early-stage-real-estate-planning/,
2026-09-17,Tech.eu,Logibot bags €1.4M to build a ‘temp agency for robots’,https://tech.eu/2026/09/17/logibot-bags-eur14m-to-build-a-temp-agency-for-robots/,
2026-09-17,Tech.eu,Treble raises $18M to scale acoustic simulation for physical AI,https://tech.eu/2026/09/17/treble-raises-18m-to-scale-acoustic-simulation-for-physical-ai/,
2026-09-17,Tech.eu,MicroLub raises $10M to cut fat and calories without compromising taste,https://tech.eu/2026/09/17/microlub-raises-10m-to-cut-fat-and-calories-without-compromising-taste/,
2026-09-17,Tech.eu,Creem secures €5M to build financial infrastructure for AI-native startups,https://tech.eu/2026/09/17/creem-secures-eur5m-to-build-financial-infrastructure-for-ai-native-startups/,
2026-09-17,Tech.eu,Nearby Computing secures €680K to scale cloud-to-edge orchestration platform,https://tech.eu/2026/09/17/nearby-computing-secures-eur680k-to-scale-cloud-to-edge-orchestration-platform/,
2026-09-17,Tech.eu,Hoxton Ventures backs human hair toothpaste pioneer in $4M round,https://tech.eu/2026/09/16/hoxton-ventures-backs-human-hair-toothpaste-pioneer-in-4m-round/,
2026-09-17,Tech.eu,From Oatly to agritech: inside Sweden’s evolving foodtech ecosystem,https://tech.eu/2026/09/16/from-oatly-to-agritech-inside-swedens-evolving-foodtech-ecosystem/,
2026-09-17,EU-Startups,MeOut Summit 2026: shaping CEE’s innovation ecosystem,https://www.eu-startups.com/2026/09/meout-summit-2026-shaping-cees-innovation-ecosystem/,CEE
2026-09-17,EU-Startups,Leeds-based MicroLub raises €8.7 million to help food makers cut fat without sacrificing taste and texture,https://www.eu-startups.com/2026/09/leeds-based-microlub-raises-e8-7-million-to-help-food-makers-cut-fat-without-sacrificing-taste-and-texture/,
2026-09-17,EU-Startups,"The EU-Startups Podcast | Interview with Patrick Ryan, co-founder of Odin",https://www.eu-startups.com/2026/09/the-eu-startups-podcast-interview-with-patrick-ryan-co-founder-of-odin/,
2026-09-17,EU-Startups,Münster-based syte raises €9 million to expand its AI-powered real estate analytics platform,https://www.eu-startups.com/2026/09/munster-based-syte-raises-e9-million-to-expand-its-ai-powered-real-estate-analytics-platform/,expansion
2026-09-17,EU-Startups,Applications are open for the SOCAR WIN Open Innovation Program (Sponsored),https://www.eu-startups.com/2026/09/applications-are-open-for-the-socar-win-open-innovation-program-sponsored/,
2026-09-17,EU-Startups,Reykjavík-based Treble raises nearly €15 million to bring sound and voice to physical AI,https://www.eu-startups.com/2026/09/reykjavik-based-treble-raises-e15-million-to-bring-sound-and-voice-to-physical-ai/,
2026-09-17,EU-Startups,Barcelona-based Health Force raises €4.2 million to streamline hospital operations with AI agents,https://www.eu-startups.com/2026/09/barcelona-based-health-force-raises-e4-2-million-to-streamline-hospital-operations-with-ai-agents/,
2026-09-17,EU-Startups,U.S. and U.K.-based Expanse raises €4.5 million for predictive AI infrastructure platform,https://www.eu-startups.com/2026/09/u-s-and-u-k-based-expanse-raises-e4-5-million-for-predictive-ai-infrastructure-platform/,
2026-09-17,Sifted,Europe's AI moment is moving from hype to execution,https://sifted.eu/articles/europes-ai-moment-is-moving-from-hype-to-execution-brnd/,
2026-09-17,Sifted,"DeepMind researcher’s new AI lab nears $4bn valuation, reports say",https://sifted.eu/articles/deepmind-researchers-new-ai-lab-nears-4bn-valuation-reports-say/,
2026-09-17,Sifted,A founder’s guide to early IP management: ‘You don't own it just because you invented it’,https://sifted.eu/articles/a-founders-guide-to-early-ip-management-brnd/,
2026-09-17,Sifted,"Inside Luminar Ventures, the Nordics' early-stage deal sourcing machine",https://sifted.eu/articles/luminar-ventures-profile/,Nordics
2026-09-17,Sifted,Are VCs doing their AI safety due diligence?,https://sifted.eu/articles/ai-safety-vc-investor-due-diligence/,due diligence
2026-09-17,Sifted,Why US VC Left Lane is betting on the European consumer,https://sifted.eu/articles/us-vc-left-lane-european-consumer-startups/,
2026-09-17,Sifted,Why Polish startups are growing faster than ever,https://sifted.eu/articles/why-polish-startups-are-growing-faster-than-ever/,
2026-09-18,Tech.eu,Arcos secures €5.5M to protect critical infrastructure from physical threats,https://tech.eu/2026/09/18/arcos-secures-eur55m-to-protect-critical-infrastructure-from-physical-threats/,
2026-09-18,Tech.eu,Magentic raises $18M to automate industrial operations with AI agents,https://tech.eu/2026/09/17/magentic-raises-18m-to-automate-industrial-operations-with-ai-agents/,
2026-09-18,EU-Startups,How consumer expectations are reshaping B2C insurance,https://www.eu-startups.com/2026/09/how-consumer-expectations-are-reshaping-b2c-insurance/,
2026-09-18,EU-Startups,Munich-based Arcos raises €5.5 million to build and operate civil safety infrastructure across Europe,https://www.eu-startups.com/2026/09/munich-based-arcos-raises-e5-5-million-to-build-and-operate-civil-safety-infrastructure-across-europe/,
2026-09-18,EU-Startups,5 European success stories investors initially passed on,https://www.eu-startups.com/2026/09/10-european-success-stories-investors-rejected/,
2026-09-18,EU-Startups,The second-market test for receivables (Sponsored),https://www.eu-startups.com/2026/09/the-second-market-test-for-receivables-sponsored/,expansion
2026-09-18,EU-Startups,Amsterdam’s Phosphoenix raises €1.3 million to advance neuroprosthesis for profound blindness,https://www.eu-startups.com/2026/09/amsterdams-phosphoenix-raises-e1-3-million-to-advance-neuroprosthetic-system-for-people-with-profound-blindness/,
2026-09-18,EU-Startups,Antwerp-based TUSK IC secures €15 million to move its Ka-band satellite chips into mass production,https://www.eu-startups.com/2026/09/antwerp-based-tusk-ic-secures-e15-million-to-move-its-ka-band-satellite-chips-into-mass-production/,
2026-09-18,EU-Startups,UK FinTech startup Ryft secures €23 million to accelerate European expansion,https://www.eu-startups.com/2026/09/uk-fintech-startup-ryft-secures-e23-million-to-accelerate-european-expansion/,expansion
2026-09-18,EU-Startups,"Marco Marlia, MotorK co-founder and President, joins the EU-Startups Summit 2027",https://www.eu-startups.com/2026/09/marco-marlia-motork-co-founder-and-president-joins-the-eu-startups-summit-2027/,
2026-09-18,Sifted,The biggest conversations in US VC right now,https://sifted.eu/articles/us-vc-conversations-ai-anthropic-agents/,
2026-09-18,Sifted,‘It’s the modern nuclear arms race’: safety expert Denis Shilov on slowing down AI,https://sifted.eu/articles/denis-shilov-white-circle-ai-safety/,
2026-09-18,Sifted,Inside London's weirdest neolab,https://sifted.eu/articles/inside-londons-weirdest-neolab/,
2026-09-18,Sifted,"EU Scaleup Fund in talks to back ElevenLabs in $500m round, reports say",https://sifted.eu/articles/elevenlabs-funding-round-scaleup-europe-fund/,
2026-09-18,Sifted,Revolut mulls dual listing in London and New York,https://sifted.eu/articles/revolut-dual-listing-2/,
2026-09-19,Tech.eu,"Open Cosmos secures €300M, Europe at &quot;acute risk of marginalisation, and Sweden’s evolving foodtech ecosystem",https://tech.eu/2026/09/18/open-cosmos-secures-eur300m/,
2026-09-19,Tech.eu,Open AI closes the gap as Europe bets on sovereignty and infrastructure,https://tech.eu/2026/09/18/open-ai-closes-the-gap-as-europe-bets-on-sovereignty-and-infrastructure/,
2026-09-19,EU-Startups,Weekly funding round-up! All of the European startup funding rounds we tracked this week (Sept. 14 – Sept. 18),https://www.eu-startups.com/2026/09/weekly-funding-round-up-all-of-the-european-startup-funding-rounds-we-tracked-this-week-sept-14-sept-18/,
2026-09-19,EU-Startups,"With 200 million patients covered, Penelope Health secures a €87 million funding commitment",https://www.eu-startups.com/2026/09/with-200-million-patients-covered-penelope-health-secures-e87-million-in-funding/,
